,date,open,high,low,close,adjcp,volume,tic,day
109,2012-06-08,2529.419921875,2561.570068359375,2522.389892578125,2559.2099609375,2559.2099609375,1390260000,^NDX,4
110,2012-06-11,2578.72998046875,2579.22998046875,2513.669921875,2517.179931640625,2517.179931640625,1480220000,^NDX,0
111,2012-06-12,2523.010009765625,2546.830078125,2510.75,2546.199951171875,2546.199951171875,1594310000,^NDX,1
112,2012-06-13,2541.719970703125,2557.31005859375,2519.68994140625,2527.43994140625,2527.43994140625,1602080000,^NDX,2
113,2012-06-14,2529.280029296875,2547.31005859375,2515.169921875,2539.969970703125,2539.969970703125,1633370000,^NDX,3
114,2012-06-15,2543.85009765625,2572.840087890625,2542.510009765625,2571.22998046875,2571.22998046875,2020100000,^NDX,4
115,2012-06-18,2570.97998046875,2599.52001953125,2554.830078125,2592.52001953125,2592.52001953125,1586190000,^NDX,0
116,2012-06-19,2606.429931640625,2630.860107421875,2605.159912109375,2620.830078125,2620.830078125,1835480000,^NDX,1
117,2012-06-20,2625.0,2633.2099609375,2603.320068359375,2623.330078125,2623.330078125,1563080000,^NDX,2
118,2012-06-21,2619.97998046875,2622.760009765625,2554.64990234375,2556.9599609375,2556.9599609375,1822200000,^NDX,3
119,2012-06-22,2562.280029296875,2587.0,2559.260009765625,2585.530029296875,2585.530029296875,3544010000,^NDX,4
120,2012-06-25,2562.97998046875,2563.090087890625,2527.010009765625,2533.5400390625,2533.5400390625,1514430000,^NDX,0
121,2012-06-26,2541.2099609375,2556.919921875,2531.60009765625,2549.840087890625,2549.840087890625,1623160000,^NDX,1
122,2012-06-27,2558.669921875,2576.090087890625,2557.090087890625,2565.530029296875,2565.530029296875,1668580000,^NDX,2
123,2012-06-28,2565.530029296875,2565.530029296875,2510.3701171875,2536.64990234375,2536.64990234375,1795850000,^NDX,3
124,2012-06-29,2566.840087890625,2615.820068359375,2566.840087890625,2615.719970703125,2615.719970703125,2021190000,^NDX,4
125,2012-07-02,2616.52001953125,2625.260009765625,2604.89990234375,2625.030029296875,2625.030029296875,1845240000,^NDX,0
126,2012-07-03,2623.4599609375,2645.840087890625,2621.77001953125,2645.840087890625,2645.840087890625,1009330000,^NDX,1
127,2012-07-05,2643.6298828125,2660.260009765625,2629.909912109375,2647.469970703125,2647.469970703125,1423990000,^NDX,3
128,2012-07-06,2635.64990234375,2636.9599609375,2596.10009765625,2612.2900390625,2612.2900390625,1437420000,^NDX,4
129,2012-07-09,2610.3798828125,2620.219970703125,2597.27001953125,2610.31005859375,2610.31005859375,1455500000,^NDX,0
130,2012-07-10,2620.330078125,2630.030029296875,2574.260009765625,2585.52001953125,2585.52001953125,1725730000,^NDX,1
131,2012-07-11,2580.070068359375,2587.02001953125,2549.050048828125,2570.989990234375,2570.989990234375,1635120000,^NDX,2
132,2012-07-12,2561.679931640625,2561.679931640625,2522.889892578125,2545.300048828125,2545.300048828125,1719460000,^NDX,3
133,2012-07-13,2545.97998046875,2589.929931640625,2545.97998046875,2584.969970703125,2584.969970703125,1373620000,^NDX,4
134,2012-07-16,2579.9599609375,2589.570068359375,2567.449951171875,2577.050048828125,2577.050048828125,1414470000,^NDX,0
135,2012-07-17,2591.780029296875,2598.469970703125,2554.340087890625,2591.64990234375,2591.64990234375,1774160000,^NDX,1
136,2012-07-18,2586.860107421875,2633.02001953125,2585.47998046875,2625.8701171875,2625.8701171875,1817040000,^NDX,2
137,2012-07-19,2645.340087890625,2663.1201171875,2639.409912109375,2655.81005859375,2655.81005859375,1735920000,^NDX,3
138,2012-07-20,2654.60009765625,2654.60009765625,2618.0400390625,2618.0400390625,2618.0400390625,1810420000,^NDX,4
139,2012-07-23,2575.2900390625,2596.610107421875,2549.9599609375,2589.929931640625,2589.929931640625,1607140000,^NDX,0
140,2012-07-24,2593.389892578125,2596.0400390625,2551.35009765625,2567.4599609375,2567.4599609375,1748410000,^NDX,1
141,2012-07-25,2551.699951171875,2566.4599609375,2535.0400390625,2549.199951171875,2549.199951171875,1784150000,^NDX,2
142,2012-07-26,2588.199951171875,2598.360107421875,2568.330078125,2584.85009765625,2584.85009765625,1981520000,^NDX,3
143,2012-07-27,2600.030029296875,2649.97998046875,2594.840087890625,2647.030029296875,2647.030029296875,2102610000,^NDX,4
144,2012-07-30,2649.780029296875,2662.6201171875,2634.5,2642.1201171875,2642.1201171875,1483990000,^NDX,0
145,2012-07-31,2643.280029296875,2657.27001953125,2640.260009765625,2642.530029296875,2642.530029296875,1801440000,^NDX,1
146,2012-08-01,2660.489990234375,2661.840087890625,2625.080078125,2635.1298828125,2635.1298828125,1722530000,^NDX,2
147,2012-08-02,2616.0400390625,2650.97998046875,2606.5400390625,2625.52001953125,2625.52001953125,1822620000,^NDX,3
148,2012-08-03,2664.68994140625,2684.580078125,2657.5,2676.0,2676.0,1730210000,^NDX,4
149,2012-08-06,2686.3798828125,2705.7099609375,2681.719970703125,2694.090087890625,2694.090087890625,1528260000,^NDX,0
150,2012-08-07,2705.969970703125,2727.31005859375,2701.89990234375,2717.159912109375,2717.159912109375,1899240000,^NDX,1
151,2012-08-08,2707.2900390625,2721.02001953125,2705.469970703125,2714.02001953125,2714.02001953125,1874580000,^NDX,2
152,2012-08-09,2712.969970703125,2724.429931640625,2708.239990234375,2719.610107421875,2719.610107421875,1677970000,^NDX,3
153,2012-08-10,2710.550048828125,2722.9599609375,2704.909912109375,2722.9599609375,2722.9599609375,1556460000,^NDX,4
154,2012-08-13,2721.489990234375,2728.8798828125,2708.3798828125,2728.679931640625,2728.679931640625,1353380000,^NDX,0
155,2012-08-14,2737.85009765625,2742.830078125,2721.1201171875,2727.7900390625,2727.7900390625,1567830000,^NDX,1
156,2012-08-15,2724.7099609375,2739.139892578125,2724.7099609375,2735.469970703125,2735.469970703125,1536730000,^NDX,2
157,2012-08-16,2743.8798828125,2774.219970703125,2742.820068359375,2768.090087890625,2768.090087890625,1937430000,^NDX,3
158,2012-08-17,2775.530029296875,2780.77001953125,2767.0400390625,2780.300048828125,2780.300048828125,1640640000,^NDX,4
159,2012-08-20,2777.7099609375,2784.570068359375,2767.72998046875,2784.330078125,2784.330078125,1451550000,^NDX,0
160,2012-08-21,2791.739990234375,2802.909912109375,2762.89990234375,2772.199951171875,2772.199951171875,1574220000,^NDX,1
161,2012-08-22,2765.10009765625,2790.300048828125,2759.139892578125,2783.419921875,2783.419921875,1459130000,^NDX,2
162,2012-08-23,2773.97998046875,2780.7099609375,2755.139892578125,2762.02001953125,2762.02001953125,1383860000,^NDX,3
163,2012-08-24,2754.429931640625,2785.340087890625,2750.639892578125,2778.050048828125,2778.050048828125,1349740000,^NDX,4
164,2012-08-27,2792.0,2794.27001953125,2777.360107421875,2782.550048828125,2782.550048828125,1383530000,^NDX,0
165,2012-08-28,2779.169921875,2790.510009765625,2772.25,2782.68994140625,2782.68994140625,1364740000,^NDX,1
166,2012-08-29,2782.97998046875,2790.169921875,2771.989990234375,2784.0,2784.0,1282900000,^NDX,2
167,2012-08-30,2771.43994140625,2772.6201171875,2751.530029296875,2753.739990234375,2753.739990234375,1216640000,^NDX,3
168,2012-08-31,2773.239990234375,2785.080078125,2746.679931640625,2772.239990234375,2772.239990234375,1394760000,^NDX,4
169,2012-09-04,2766.929931640625,2781.080078125,2744.2900390625,2772.030029296875,2772.030029296875,1505960000,^NDX,1
170,2012-09-05,2769.18994140625,2780.56005859375,2760.659912109375,2766.949951171875,2766.949951171875,1495030000,^NDX,2
171,2012-09-06,2785.010009765625,2829.7099609375,2784.81005859375,2829.7099609375,2829.7099609375,1918900000,^NDX,3
172,2012-09-07,2823.219970703125,2829.949951171875,2817.47998046875,2825.110107421875,2825.110107421875,1740640000,^NDX,4
173,2012-09-10,2821.030029296875,2823.340087890625,2787.330078125,2788.35009765625,2788.35009765625,1575370000,^NDX,0
174,2012-09-11,2789.090087890625,2799.85009765625,2780.239990234375,2784.889892578125,2784.889892578125,1586250000,^NDX,1
175,2012-09-12,2794.3798828125,2798.969970703125,2775.39990234375,2791.679931640625,2791.679931640625,1689140000,^NDX,2
176,2012-09-13,2796.719970703125,2841.679931640625,2792.179931640625,2831.35009765625,2831.35009765625,1870050000,^NDX,3
177,2012-09-14,2841.820068359375,2865.3701171875,2839.47998046875,2855.22998046875,2855.22998046875,1984720000,^NDX,4
178,2012-09-17,2857.52001953125,2857.52001953125,2846.169921875,2856.43994140625,2856.43994140625,1485390000,^NDX,0
179,2012-09-18,2852.419921875,2859.340087890625,2848.909912109375,2857.3798828125,2857.3798828125,1707200000,^NDX,1
180,2012-09-19,2858.5400390625,2871.10009765625,2850.320068359375,2864.030029296875,2864.030029296875,1850920000,^NDX,2
181,2012-09-20,2850.43994140625,2863.669921875,2842.590087890625,2861.699951171875,2861.699951171875,1809130000,^NDX,3
182,2012-09-21,2874.530029296875,2878.3798828125,2859.550048828125,2861.639892578125,2861.639892578125,2526250000,^NDX,4
183,2012-09-24,2836.35009765625,2849.610107421875,2832.530029296875,2843.97998046875,2843.97998046875,1704860000,^NDX,0
184,2012-09-25,2851.64990234375,2858.679931640625,2804.1298828125,2804.530029296875,2804.530029296875,1975470000,^NDX,1
185,2012-09-26,2798.929931640625,2802.280029296875,2768.580078125,2781.6298828125,2781.6298828125,1738010000,^NDX,2
186,2012-09-27,2790.780029296875,2827.0,2784.6201171875,2821.60009765625,2821.60009765625,1691800000,^NDX,3
187,2012-09-28,2812.820068359375,2820.360107421875,2795.5400390625,2799.18994140625,2799.18994140625,1864640000,^NDX,4
188,2012-10-01,2811.449951171875,2827.610107421875,2784.5400390625,2794.280029296875,2794.280029296875,1758170000,^NDX,0
189,2012-10-02,2807.080078125,2812.2099609375,2779.010009765625,2799.2900390625,2799.2900390625,1609570000,^NDX,1
190,2012-10-03,2810.159912109375,2822.56005859375,2797.280029296875,2818.840087890625,2818.840087890625,1704050000,^NDX,2
191,2012-10-04,2824.889892578125,2835.330078125,2814.449951171875,2828.60009765625,2828.60009765625,1585190000,^NDX,3
192,2012-10-05,2840.18994140625,2845.969970703125,2806.43994140625,2811.93994140625,2811.93994140625,1607940000,^NDX,4
193,2012-10-08,2797.330078125,2801.85009765625,2781.3798828125,2786.919921875,2786.919921875,1186260000,^NDX,0
194,2012-10-09,2781.81005859375,2781.81005859375,2736.97998046875,2741.919921875,2741.919921875,1645740000,^NDX,1
195,2012-10-10,2743.580078125,2749.419921875,2724.3798828125,2728.5400390625,2728.5400390625,1788970000,^NDX,2
196,2012-10-11,2750.81005859375,2750.81005859375,2718.489990234375,2719.2099609375,2719.2099609375,1595020000,^NDX,3
197,2012-10-12,2719.68994140625,2734.39990234375,2714.169921875,2720.139892578125,2720.139892578125,1524840000,^NDX,4
198,2012-10-15,2729.199951171875,2742.699951171875,2713.219970703125,2739.8701171875,2739.8701171875,1563440000,^NDX,0
199,2012-10-16,2746.139892578125,2781.010009765625,2743.449951171875,2778.3798828125,2778.3798828125,1736930000,^NDX,1
200,2012-10-17,2763.699951171875,2784.81005859375,2760.300048828125,2775.6201171875,2775.6201171875,1770920000,^NDX,2
201,2012-10-18,2770.050048828125,2775.830078125,2734.60009765625,2744.169921875,2744.169921875,2043290000,^NDX,3
202,2012-10-19,2741.580078125,2741.580078125,2675.570068359375,2678.320068359375,2678.320068359375,2225580000,^NDX,4
203,2012-10-22,2678.889892578125,2699.080078125,2671.5,2694.56005859375,2694.56005859375,1654130000,^NDX,0
204,2012-10-23,2670.93994140625,2689.47998046875,2658.77001953125,2666.02001953125,2666.02001953125,1830840000,^NDX,1
205,2012-10-24,2685.550048828125,2686.510009765625,2653.429931640625,2655.550048828125,2655.550048828125,1967000000,^NDX,2
206,2012-10-25,2677.1298828125,2679.81005859375,2649.18994140625,2657.659912109375,2657.659912109375,1922660000,^NDX,3
207,2012-10-26,2657.909912109375,2675.919921875,2636.830078125,2665.830078125,2665.830078125,1839700000,^NDX,4
208,2012-10-31,2663.56005859375,2665.8798828125,2639.6298828125,2647.919921875,2647.919921875,1806780000,^NDX,2
209,2012-11-01,2661.050048828125,2690.719970703125,2657.110107421875,2687.52001953125,2687.52001953125,1880140000,^NDX,3
210,2012-11-02,2701.909912109375,2701.909912109375,2654.969970703125,2656.280029296875,2656.280029296875,1834590000,^NDX,4
211,2012-11-05,2657.72998046875,2678.93994140625,2651.3701171875,2672.909912109375,2672.909912109375,1496210000,^NDX,0
212,2012-11-06,2676.14990234375,2696.4599609375,2668.449951171875,2681.050048828125,2681.050048828125,1782430000,^NDX,1
213,2012-11-07,2647.510009765625,2651.260009765625,2602.2900390625,2612.68994140625,2612.68994140625,2059690000,^NDX,2
214,2012-11-08,2620.25,2626.419921875,2572.429931640625,2572.570068359375,2572.570068359375,1876420000,^NDX,3
215,2012-11-09,2574.8701171875,2610.169921875,2571.860107421875,2584.10009765625,2584.10009765625,1802580000,^NDX,4
216,2012-11-12,2596.570068359375,2600.64990234375,2575.610107421875,2582.77001953125,2582.77001953125,1379240000,^NDX,0
217,2012-11-13,2558.860107421875,2586.590087890625,2554.52001953125,2561.860107421875,2561.860107421875,1816260000,^NDX,1
218,2012-11-14,2574.6201171875,2577.570068359375,2528.360107421875,2531.8701171875,2531.8701171875,2106590000,^NDX,2
219,2012-11-15,2534.239990234375,2542.169921875,2514.860107421875,2524.360107421875,2524.360107421875,2010300000,^NDX,3
220,2012-11-16,2525.889892578125,2541.340087890625,2494.3798828125,2534.159912109375,2534.159912109375,2187730000,^NDX,4
221,2012-11-19,2564.22998046875,2596.75,2562.52001953125,2595.830078125,2595.830078125,1767240000,^NDX,0
222,2012-11-20,2592.27001953125,2598.469970703125,2570.659912109375,2594.659912109375,2594.659912109375,1588750000,^NDX,1
223,2012-11-21,2596.02001953125,2604.510009765625,2587.860107421875,2600.47998046875,2600.47998046875,1430060000,^NDX,2
224,2012-11-23,2617.8701171875,2640.389892578125,2614.239990234375,2639.590087890625,2639.590087890625,792750000,^NDX,4
225,2012-11-26,2634.429931640625,2652.070068359375,2626.06005859375,2651.669921875,2651.669921875,1641710000,^NDX,0
226,2012-11-27,2649.93994140625,2659.35009765625,2637.60009765625,2641.419921875,2641.419921875,1763320000,^NDX,1
227,2012-11-28,2627.570068359375,2666.31005859375,2613.219970703125,2665.27001953125,2665.27001953125,1725550000,^NDX,2
228,2012-11-29,2677.6298828125,2688.949951171875,2667.31005859375,2680.030029296875,2680.030029296875,1758440000,^NDX,3
229,2012-11-30,2680.550048828125,2682.360107421875,2668.169921875,2677.8798828125,2677.8798828125,2194240000,^NDX,4
230,2012-12-03,2697.43994140625,2699.0400390625,2669.830078125,2671.840087890625,2671.840087890625,1667330000,^NDX,0
231,2012-12-04,2671.1201171875,2674.030029296875,2651.4599609375,2667.889892578125,2667.889892578125,1781760000,^NDX,1
